Rank,Title,Citations,Year,URL,Description
1,From lecture hall to homeroom: co-designing an AI elective with middle school CS teachers,5,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:d1gkVwhDpl0C,"Middle School students in the United States are exposed to an unprecedented number of AI-driven consumer products. This exposure demands that educators help students develop their personal understandings of these technologies to engage with them responsibly. Designing age-appropriate AI curricula for middle school students calls for collaboration and partnership between computer and learning scientists, as well as middle school teachers. Over a 3-year period, we co-designed and successfully implemented an AI education curriculum across 9 geographically and economically diverse schools, offering it to a total of 1551 students. Drawing from our analyses of the curriculum and teacher and student experiences, we propose an effective format for teaching, assessing, and implementing fundamental AI education for middle school settings in the United States. Our research also highlights the value of …"
2,""" Those don't work for us"": An Assets-Based Approach to Incorporating Emerging Technologies in Viable Hawaiian Teacher Support Tools for Culturally Relevant CS Education",4,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:u-x6o8ySG0sC,"Hawaiian bilingual language immersion (Kaiapuni) schools infuse curricula with place-based education to increase student connection to culture. However, stand-in teachers often lack the background and tools needed to support immersion learning, resulting in discontinuity for students in their culturally relevant education. This experience report describes a partnership between the Ka Moamoa Lab at the Georgia Institute of Technology and Ke Kula Kaiapuni 'O Pu'ohala School to design a teacher-substitute support platform via a hybrid of assets-based design methodology and emerging technology capabilities. We share insights offered by teachers and design requirements for such a platform. We also reflect on how HCI methodologies should adapt to center and respect Native Hawaiian perspectives."
3,User-directed Assembly Code Transformations Enabling Efficient Batteryless Arduino Applications,4,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:u5HHmVD_uO8C,"The time for battery-free computing is now. Lithium mining depletes and pollutes local water supplies and dead batteries in landfills leak toxic metals into the ground[20][12]. Battery-free devices represent a probable future for sustainable ubiquitous computing and we will need many more new devices and programmers to bring that future into reality. Yet, energy harvesting and battery-free devices that frequently fail are challenging to program. The maker movement has organically developed a considerable variety of platforms to prototype and program ubiquitous sensing and computing devices, but only a few have been modified to be usable with energy harvesting and to hide those pesky power failures that are the norm from variable energy availability (platforms like Microsoft's Makecode and AdaFruit's CircuitPython). Many platforms, especially Arduino (the first and most famous maker platform), do not support …"
4,Artificial intelligence education in Georgia middle schools,3,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:qjMakFHDy7sC,"In a partnership between four universities, the Georgia Department of Education, and nine Georgia school districts, we developed a 9‐week middle school elective called “Living and Working with Artificial Intelligence,” and a professional development (PD) program for prospective middle school AI teachers. To ensure that our curriculum could meet the needs of all learners, we recruited a diverse set of districts that included rural districts serving mainly White students, urban districts that were majority African American, and suburban districts serving a mix of Hispanic and African American students. Now in its fourth year, our “AI for Georgia” project (AI4GA) has provided PD to 20 teachers and AI education to over 1600 students. The AI4GA curriculum does more than foster AI literacy: It empowers students to view themselves as creators of AI‐powered technology and to think about future career options that involve the …"
5,Kumu Connect: Design Thinking for Place-Based Generative Educational Technology in Hawaiian Immersion Schools,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:2osOgNQ5qMEC,"In the pursuit of place-based, generative AI educational technologies, the field of Human-Computer Interaction (HCI) offers a powerful framework for identifying and addressing diverse user needs. In partnership an Hawaiian language immersion (Kaiapuni) school and 13 educators, this 1-year case study presents a research approach rooted in assets-based design and Design Thinking that leverages rapid iteration, usability testing, and speculative prototyping to co-design a generative AI tool for Kaiapuni educators. Our synthesis of observations, participant reflections, and usability testing feedback provides evidence for such methods in their ability to envision ideal outcomes for Kaiapuni education supported by generative AI technologies."
6,Design Considerations for Evaluating Middle School AI Knowledge,1,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Y67rbX0AAAAJ&pagesize=50&citation_for_view=Y67rbX0AAAAJ:9yKSN-GCB0IC,"K-12 students need to understand technical and ethical knowledge about Artificial Intelligence to utilize ubiquitous AI-powered technologies responsibly. Recent studies have explored ways to teach AI to K-12 students effectively, but little is known about ways to assess their learning. In this study, we describe how five computer science teachers from urban and rural Georgia school districts designed, adapted, and implemented assessments in their classrooms while teaching a middle school elective course aligned with the Five Big Ideas of AI. Analyzing artifacts from 201 students, we explore the efficacy of different assessment instruments co-designed with teachers, measuring students’ understanding of sensors and the societal impacts of autonomous vehicles. We suggest design considerations for AI knowledge assessments to meet the needs and challenges in diverse classroom contexts."
