Rank,Title,Citations,Year,URL,Description
21,Operational information systems: An example from the airline industry,47,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:IjCSPb-OGe4C,"Our research is motivated by the scaleability, availability, and extensibility challenges in deploying open systems based, enterprise operational applications. We present Delta's mid-tier Operational Information Systems (OIS) as an approach for leveraging its legacy operational OLTP infrastructure, to participate in the emerging world of electronic commerce, as well as enable new applications. The approach is to place minimally intrusive'taps' into the legacy OLTP systems to capture transactions as they occur for consistent replay in the mid-tier OIS. One important issue addressed by our work is the processing, and dissemination of information in the mid-tier system itself, potentially serving hundreds of thousands of access and display points, distributed across a highly geographically distributed system (eg airports world wide), and also involving largeworking sets' of operational data, used by applications that require rapid response and also rapid recovery from failures. To address the scaleability, availability, and cost of this OIS infrastructure, we are researching cluster computing techniques, as well as, devising replication and failover techniques. To address the communications scaleability requirements, we are experimenting with novel event-based implementations of information transport and processing, that include reliable multicast variations."
22,From interactive applications to distributed laboratories,46,1998,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:W7OEmFMy1HYC,"Distributed laboratories let scientists and engineers access interactive visualization tools and simulation computations so they can collaborate online, regardless of their geographic location. This article reports on efforts at Georgia Tech to improve the technologies that make this possible."
23,Open metadata formats: efficient XML-based communication for high performance computing,44,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:ufrVoPGSRksC,"High-performance computing faces considerable change as the Internet and the Grid mature. Applications that once were tightly-coupled and monolithic are now decentralized, with collaborating components spread across diverse computational elements. Such distributed systems most commonly communicate through the exchange of structured data. Definition and translation of metadata is incorporated in all systems that exchange structured data. We observe that the manipulation of this metadata can be decomposed into three separate steps: discovery, binding of program objects to the metadata, and marshaling of data to and from wire formats. We have designed a method of representing message formats in XML, using datatypes available in the XML Schema specification. We have implemented a tool, XMIT, that uses such metadata and exploits this decomposition in order to provide flexible run-time metadata …"
24,Portable self-describing binary data streams,44,1994,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:Y0pCki6q_DkC,"Storing and transmitting data in binary form is often desirable both to conserve I/O bandwidth and to reduce storage and processing requirements. However, transmission of binary data between machines in heterogeneous environments is problematic. When binary formats are used for long-term data storage, similar problems are encountered with data portability. This paper presents the application that led us to work on this problem, evaluates other standards for binary les and discusses our solution."
25,Fast heterogeneous binary data interchange,42,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:eQOLeE2rZwMC,"As distributed applications have become more widely used, they more often need to leverage the computing power of a heterogeneous network of computer architectures. Modern communications libraries provide mechanisms that hide at least some of the complexities of binary data interchange among heterogeneous machines. However, these mechanisms may be cumbersome, requiring that communicating applications agree a-priori on precise message contents, or they may be inefficient, using both ""up"" and ""down"" translations for binary data. Finally, the semantics of many packages, particularly those which require applications to manually ""pack"" and ""unpack"" messages, result in multiple copies of message data, thereby reducing communication performance. This paper describes PBIO (Portable Binary Input/Output), a novel messaging middleware which offers applications significantly more flexibility in …"
26,imanage: Policy-driven self-management for enterprise-scale systems,41,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:kNdYIx-mwKoC,"It is obvious that big, complex enterprise systems are hard to manage. What is not obvious is how to make them more manageable. Although there is a growing body of research into system self-management, many techniques are either too narrow, focusing on a single component rather than the entire system, or not robust enough, failing to scale or respond to the full range of an administrator’s needs. In our iManage system we have developed a policy-driven system modeling framework that aims to bridge the gap between manageable components and manageable systems. In particular, iManage provides: (1) system state-space partitioning, which divides a large system state-space into partitions that are more amenable to constructing system models and developing policies, (2) online model and policy adaptation to allow the self-management infrastructure to deal gracefully with changes in operating …"
27,Native data representation: An efficient wire format for high-performance distributed computing,40,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:Se3iqnhoufwC,"New trends in high-performance software development such as tool- and component-based approaches have increased the need for flexible and high-performance communication systems. When trying to reap the well-known benefits of these approaches, the question of what communication infrastructure should be used to link the various components arises. In this context, flexibility and high-performance seem to be incompatible goals. Traditional HPC-style communication libraries, such as MPI, offer good performance, but are not intended for loosely-coupled systems. Object- and metadata-based approaches like XML offer the needed plug-and-play flexibility, but with significantly lower performance. We observe that the flexibility and baseline performance of data exchange systems are strongly determined by their wire formats, or by how they represent data for transmission in heterogeneous environments. After …"
28,A middleware toolkit for client-initiated service specialization,40,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:_FxGoFyzp5QC,"As the Internet matures, streaming data services are taking an increasingly important place alongside traditional HTTP transactions. The need to dynamically adjust the delivery of such services to changes in available network and processing resources has spawned substantial research on application-specific methods for dynamic adaptation, including video and audio streaming applications. Such adaptation techniques are well developed, but they are also highly specialized, with the client (receiver) and server (sender) implementing well-defined protocols that exploit content-specific stream properties. This paper describes our efforts to bring the benefits of such content-aware, application-level service adaptation to all types of streaming data and to do so in a manner that is efficient and flexible. Our contribution in this domain is ECho, a high-performance event-delivery middleware system. ECho's basic …"
29,A machine independent interface for lightweight threads,40,1994,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:roLk4NBRz8UC,"Recently, lightweight thread libraries have become a common entity to support concurrent programming on shared memory multiprocessors. However, the disparity between primitives offered by operating systems creates a challenge for those who wish to create portable lightweight thread packages. What should be the interface between the machine-independent and machine-dependent parts of the thread library? We have implemented a portable lightweight thread library on top of Unix on a KSR-1 supercomputer, BBN Butterfly multiprocessor, SGI multiprocessor, Sequent multiprocessor and Sun 3/4 family of uniprocessors. This paper first compares the nature and performance of the OS primitives offered by these machines. We then present procedure-level abstraction that is efficiently implementable on all the architectures and is a sufficient base upon which a user-level thread package can be built."
30,Utility-driven proactive management of availability in enterprise-scale information flows,39,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4G7pc2IAAAAJ&pagesize=50&citation_for_view=4G7pc2IAAAAJ:hqOjcs7Dif8C,"Enterprises rely critically on the timely and sustained delivery of information. To support this need, we augment information flow middleware with new functionality that provides high levels of availability to distributed applications while at the same time maximizing the utility end users derive from such information. Specifically, the paper presents utility-driven ‘proactive availability-management’ techniques to offer (1) information flows that dynamically self-determine their availability requirement based on high-level utility specifications, (2) flows that can trade recovery time for performance based on the ‘perceived’ stability of and failure predictions (early alarm) for the underlying system, and (3) methods, based on real-world case studies, to deal with both transient and non-transient failures. Utility-driven ‘proactive availability-management’ is integrated into information flow middleware and used with representative …"
