Rank,Title,Citations,Year,URL,Description
31,System and method for sharing and controlling multiple audio and video streams,190,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:P5F9QuxV20EC,"At least one multimedia presentation is selected by a user of a first device, accessed from a storage source, and presented to the user. Simultaneously, information is transmitted to at least a second device to cause the selected multimedia pre sentation to be presented by the at least second device without the at least second device receiving input from a second user. Continuous media streams from the first user may be captured and transmitted to the second device. The presenting of the multimedia presentation on the first device is coordinated with the presenting of the multimedia presentation on the second device. The presenting of the captured media streams on the second device is coordinated with the capturing of those streams and the presenting of the multimedia presenta tion on the second device. Users may individually control the multimedia presentations and the captured media streams."
32,Share and share alike: exploring the user interface affordances of file sharing,190,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:8k81kl-MbHgC,"With the rapid growth of personal computer networks and the Internet, sharing files has become a central activity in computer use. The ways in which users control the what, how, and with whom of sharing are dictated by the tools they use for sharing; there are a wide range of sharing practices, and hence a wide range of tools to support these practices. In practice, users' requirements for certain sharing features may dictate their choice of tool, even though the other affordances available through that tool may not be an ideal match to the desired manner of sharing.In this paper, we explore users' current practices in file sharing and examine the tools used to share files. Based on our findings, we unpack the features and affordances of these tools into a set of dimensions along which sharing tools can be characterized. Then, we present the set of user interface features we have prototyped in an interface called a sharing …"
33,Chatting with teenagers: Considering the place of chat technologies in teen life,181,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:kNdYIx-mwKoC,"In the last few years, teenagers have been on the forefront of adopting short message service (SMS), a mobile phone-based text messaging system, and instant messaging (IM), a computer-based text chat system. However, while teenage adoption of SMS had led to a series of studies examining the reasons for its popularity, IM use in the teenage population remains understudied. This omission becomes significant given the increasing interest in domestic computing among human-computer interaction (HCI) and computer-supported cooperative work (CSCW) researchers. Further, because of the dearth of empirical work on teenage use of IM, we find that IM and SMS are sometimes incorrectly assumed to share the same features of use. To address these concerns, we revisit our own studies of SMS and IM use and reexamine them in tandem with other published studies on teenage chat. We consider similarities and …"
34,Supporting articulation work using software configuration management systems,165,1996,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:_FxGoFyzp5QC,"Software product development is a highly collaborative activity, where teams of developers need to collaborate to produce a system. It is also a domain where systems are used to try to help the developers coordinate their work. This paper describes the results of an empirical study of the use of one such system, a configuration management tool. Specifically it describes three aspects of the support that the tool provides: the challenges of representing the work, the need to support both individuals and groups working together, and how the assumptions about software development built into the tool interact with others in the organization. The study suggests that long after the initial adoption the tool and the organization continue to interact with each other. It also opens up questions for empirical studies of the organizational context behind the tool usage."
35,Moving from the design of usable security technologies to the design of useful secure applications,164,2002,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:LkGwnXOMwfcC,"Recent results from usability studies of security systems have shown that end-users find them difficult to adopt and use. In this paper we argue that improving the usability of security technology is only one part of the problem, and that what is missed is the need to design usable and useful systems that provide security to end-users in terms of the applications that they use and the tasks they want to achieve. We propose alternate ways of building and integrating security technologies into applications and usability methods for evaluating how successful our prototypes are. We believe that the end results of designing usable and useful (from the end-user perspective) systems will be secure applications which will reflect the needs of users who are increasingly using computers away from the office and in a wider variety of networked configurations."
36,Housewives or technophiles? Understanding domestic robot owners,154,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:qxL8FJ1GzNcC,"Despite the growing body of Human-Robot Interaction (HRI) research focused on domestic robots, surprisingly little is known about the demographic profile of robot owners and their influence on usage patterns. In this paper, we present the results of a survey of 379 iRobot's Roombao wners, that identified their demographic and usage trends. The outcome of the survey suggests that Roomba users are equally likely to be men or women, and they tend to be younger with high levels of education and technical backgrounds. Their adoption and use patterns illustrate the important role that gift exchange plays in adoption, and how the robot changes cleaning routines and creates non-cleaning activities. More generally, we argue that domestic robot adoption is growing, and suggest some of the factors that lead to a positive experience."
37,Using a configuration management tool to coordinate software development,152,1995,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:Se3iqnhoufwC,"I describe a naturalistic study of one organization's use of a configuration management tool to coordinate the development of a software product. In this organization, the developers use the tool routinely to reduce the complexities of coordinating their development efforts. I examine how the tool provides mechanisms of interaction that let the developers work with each other. I identify four aspects of these mechanisms: difficulties of representing work, the multiple levels that they operate at, the possibilities for coordination they provide, and their role in supporting a model of work."
38,More than meets the eye: transforming the user experience of home network management,147,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:Wp0gIr-vW9MC,"As computing migrates from the workplace to the home, householders must tackle problems of home network maintenance. Often they lack the technical knowledge or motivation to complete these tasks, making the user experience of home network maintenance frustrating. In response to these difficulties, many householders rely on handwritten reminders or interactive networking tools that are ill-suited for the home environment. In this paper, we seek to understand how to design better home network management tools through a study of sketches created by 40 people in 18 households. In our study, we obtained information about householders' knowledge, practices and needs with respect to home networking. Based on our results, we present guidelines for transforming the user experience of home network management."
39,Technology in spiritual formation: an exploratory study of computer mediated religious communications,145,2006,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:aqlVkmm33-oC,"In this paper, we report findings from a study of American Christian ministers' uses of technologies in religious practices. We focus on the use of technologies for spiritual purposes as opposed to pragmatic and logistical, but report on all. We present results about the uses of technologies in three aspects of religious work: religious study and reflection, church services, and pastoral care. We end by examining how the collaborative religious uses of technologies cross and blend work and personal life."
40,Introduction to the special issue of “The Turn to The Wild”,139,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=PNalJ58AAAAJ&pagesize=50&citation_for_view=PNalJ58AAAAJ:1qzjygNMrQYC,"The phrase “in-the-wild” is becoming popular again in the field of human-computer interaction (HCI), describing approaches to HCI research and accounts of user experience phenomena that differ from those derived from other lab-based methods. It first came to the fore 20–25 years ago when anthropologists Jean Lave [1988], Lucy Suchman [1987], and Ed Hutchins [1995] began writing about cognition being in-the-wild. Then, they took the fledgling field of cognitive science apart, eloquently explaining how cognition observed in everyday practice is distributed and situated in the moment–in sharp contrast to the accepted theorizing at the time of models in the head and knowledge divided among mind, body, activity, and culturally organized settings. Today, it is used more broadly to refer to research that seeks to understand and shape new technology interventions within everyday living. A reason for its resurgence …"
